dataset_id,pmid,cell_type
N1_ncbi_literature,12956769,Naive CD4 T cell
N1_ncbi_literature,12957396,Memory CD4 T cell
N1_ncbi_literature,12960246,Naive CD4 T cell
N1_ncbi_literature,12960302,Memory CD4 T cell
N1_ncbi_literature,12963692,Memory CD8 T cell
N1_ncbi_literature,12970409,Memory CD8 T cell
N1_ncbi_literature,12975468,Memory CD4 T cell
N1_ncbi_literature,1306244,gamma delta T
N1_ncbi_literature,1309355,gamma delta T
N1_ncbi_literature,1310453,gamma delta T
N1_ncbi_literature,1312472,gamma delta T
N1_ncbi_literature,1313581,Proliferating T cell
N1_ncbi_literature,1314748,gamma delta T
N1_ncbi_literature,1319767,gamma delta T
N1_ncbi_literature,1320236,gamma delta T
N1_ncbi_literature,1321859,Proliferating T cell
N1_ncbi_literature,1323528,gamma delta T
N1_ncbi_literature,1328387,Memory CD4 T cell
N1_ncbi_literature,1334108,gamma delta T
N1_ncbi_literature,1342723,gamma delta T
N1_ncbi_literature,1345917,gamma delta T
N1_ncbi_literature,1348945,Naive CD4 T cell
N1_ncbi_literature,1351431,Memory CD4 T cell
N1_ncbi_literature,1351431,Naive CD4 T cell
N1_ncbi_literature,1352063,gamma delta T
N1_ncbi_literature,1352461,Memory CD4 T cell
N1_ncbi_literature,1352461,Naive CD4 T cell
N1_ncbi_literature,1356428,gamma delta T
N1_ncbi_literature,1358972,gamma delta T
N1_ncbi_literature,13679813,gamma delta T
N1_ncbi_literature,1371241,gamma delta T
N1_ncbi_literature,1371472,gamma delta T
N1_ncbi_literature,1373459,gamma delta T
N1_ncbi_literature,1374288,gamma delta T
N1_ncbi_literature,1374336,gamma delta T
N1_ncbi_literature,1374907,gamma delta T
N1_ncbi_literature,1377988,gamma delta T
N1_ncbi_literature,1377991,gamma delta T
N1_ncbi_literature,1379436,gamma delta T
N1_ncbi_literature,1379984,gamma delta T
N1_ncbi_literature,1380178,gamma delta T
N1_ncbi_literature,1380988,gamma delta T
N1_ncbi_literature,1381847,gamma delta T
N1_ncbi_literature,1385028,gamma delta T
N1_ncbi_literature,1385530,gamma delta T
N1_ncbi_literature,1385570,gamma delta T
N1_ncbi_literature,1385768,gamma delta T
N1_ncbi_literature,1386086,gamma delta T
N1_ncbi_literature,1386297,gamma delta T
N1_ncbi_literature,1386299,gamma delta T
N1_ncbi_literature,1386325,gamma delta T
N1_ncbi_literature,1386835,gamma delta T
N1_ncbi_literature,1386968,gamma delta T
N1_ncbi_literature,1386999,gamma delta T
N1_ncbi_literature,1387595,gamma delta T
N1_ncbi_literature,1387615,gamma delta T
N1_ncbi_literature,1387901,gamma delta T
N1_ncbi_literature,1390206,gamma delta T
N1_ncbi_literature,1394184,gamma delta T
N1_ncbi_literature,1396980,gamma delta T
N1_ncbi_literature,1398740,gamma delta T
N1_ncbi_literature,1398756,gamma delta T
N1_ncbi_literature,1403476,gamma delta T
N1_ncbi_literature,1416814,gamma delta T
N1_ncbi_literature,1420998,gamma delta T
N1_ncbi_literature,1422478,gamma delta T
N1_ncbi_literature,1424288,Proliferating T cell
N1_ncbi_literature,1425923,gamma delta T
N1_ncbi_literature,1434319,gamma delta T
N1_ncbi_literature,1434745,gamma delta T
N1_ncbi_literature,1442157,gamma delta T
N1_ncbi_literature,1443873,gamma delta T
N1_ncbi_literature,14520306,gamma delta T
N1_ncbi_literature,1452777,gamma delta T
N1_ncbi_literature,14555284,Proliferating T cell
N1_ncbi_literature,1456120,gamma delta T
N1_ncbi_literature,14565860,Naive CD4 T cell
N1_ncbi_literature,14579282,gamma delta T
N1_ncbi_literature,14579290,Memory CD4 T cell
N1_ncbi_literature,14581546,Memory CD4 T cell
N1_ncbi_literature,1458687,Naive CD4 T cell
N1_ncbi_literature,14592838,DN T cell
N1_ncbi_literature,14597770,Memory CD4 T cell
N1_ncbi_literature,14598566,Memory CD4 T cell
N1_ncbi_literature,14600575,Memory CD4 T cell
N1_ncbi_literature,14600575,Naive CD4 T cell
N1_ncbi_literature,14602880,gamma delta T
N1_ncbi_literature,1460433,gamma delta T
N1_ncbi_literature,14607888,gamma delta T
N1_ncbi_literature,14607899,gamma delta T
N1_ncbi_literature,14607921,Naive CD4 T cell
N1_ncbi_literature,14609216,gamma delta T
N1_ncbi_literature,14611728,gamma delta T
N1_ncbi_literature,14617028,Memory CD4 T cell
N1_ncbi_literature,14617317,Memory CD8 T cell
N1_ncbi_literature,14623703,Memory CD4 T cell
N1_ncbi_literature,14630801,gamma delta T
N1_ncbi_literature,14630815,Memory CD8 T cell
N1_ncbi_literature,14630815,Naive CD8 T cell
N1_ncbi_literature,14630988,Naive CD8 T cell
N1_ncbi_literature,14631265,MAIT
N1_ncbi_literature,14632650,Memory CD8 T cell
N1_ncbi_literature,14632755,Naive CD4 T cell
N1_ncbi_literature,14632755,gamma delta T
N1_ncbi_literature,14632762,Naive CD4 T cell
N1_ncbi_literature,14651751,gamma delta T
N1_ncbi_literature,14657353,Naive CD4 T cell
N1_ncbi_literature,14657379,Naive CD4 T cell
N1_ncbi_literature,1467283,gamma delta T
N1_ncbi_literature,14672892,Memory CD4 T cell
N1_ncbi_literature,14676302,Memory CD4 T cell
N1_ncbi_literature,14677118,Naive CD4 T cell
N1_ncbi_literature,14688522,Memory CD4 T cell
N1_ncbi_literature,1469081,gamma delta T
N1_ncbi_literature,1469299,gamma delta T
N1_ncbi_literature,14705795,Naive CD4 T cell
N1_ncbi_literature,14720442,gamma delta T
N1_ncbi_literature,14722271,Memory CD4 T cell
N1_ncbi_literature,14722271,Memory CD8 T cell
N1_ncbi_literature,14722271,Naive CD4 T cell
N1_ncbi_literature,14722271,Naive CD8 T cell
N1_ncbi_literature,14726763,Naive CD4 T cell
N1_ncbi_literature,14729648,gamma delta T
N1_ncbi_literature,14733867,Memory CD8 T cell
N1_ncbi_literature,14733867,Naive CD8 T cell
N1_ncbi_literature,14734745,gamma delta T
N1_ncbi_literature,14738769,Naive CD4 T cell
N1_ncbi_literature,14745033,Memory CD8 T cell
N1_ncbi_literature,14750557,gamma delta T
N1_ncbi_literature,14760090,Memory CD8 T cell
N1_ncbi_literature,14762166,Memory CD8 T cell
N1_ncbi_literature,14764678,Naive CD8 T cell
N1_ncbi_literature,14764690,Naive CD4 T cell
N1_ncbi_literature,14764720,Memory CD4 T cell
N1_ncbi_literature,1489484,gamma delta T
N1_ncbi_literature,1495977,gamma delta T
N1_ncbi_literature,14962239,Memory CD4 T cell
N1_ncbi_literature,14962239,Memory CD8 T cell
N1_ncbi_literature,14962239,Naive CD4 T cell
N1_ncbi_literature,14962239,Naive CD8 T cell
N1_ncbi_literature,14966528,Naive CD8 T cell
N1_ncbi_literature,14966571,Naive CD4 T cell
N1_ncbi_literature,14969398,gamma delta T
N1_ncbi_literature,14977932,gamma delta T
N1_ncbi_literature,14978076,Naive CD8 T cell
N1_ncbi_literature,14978134,Memory CD4 T cell
N1_ncbi_literature,14982485,Memory CD8 T cell
N1_ncbi_literature,14982485,Naive CD4 T cell
N1_ncbi_literature,14984597,Naive CD4 T cell
N1_ncbi_literature,14984598,Naive CD8 T cell
N1_ncbi_literature,14990121,Proliferating T cell
N1_ncbi_literature,14991076,Naive CD8 T cell
N1_ncbi_literature,1499727,Proliferating T cell
N1_ncbi_literature,14999599,Memory CD8 T cell
N1_ncbi_literature,15004205,Memory CD8 T cell
N1_ncbi_literature,15018703,Naive CD8 T cell
N1_ncbi_literature,15030305,gamma delta T
N1_ncbi_literature,15030308,gamma delta T
N1_ncbi_literature,15040538,Naive CD4 T cell
N1_ncbi_literature,15043200,Memory CD8 T cell
N1_ncbi_literature,1504672,gamma delta T
N1_ncbi_literature,15047591,Memory CD8 T cell
N1_ncbi_literature,15050285,Memory CD8 T cell
N1_ncbi_literature,15052765,gamma delta T
N1_ncbi_literature,15053338,Memory CD8 T cell
N1_ncbi_literature,15067072,gamma delta T
N1_ncbi_literature,15090765,Memory CD4 T cell
N1_ncbi_literature,15094017,Naive CD8 T cell
N1_ncbi_literature,15100297,gamma delta T
N1_ncbi_literature,15113904,Naive CD4 T cell
N1_ncbi_literature,15120651,Memory CD4 T cell
N1_ncbi_literature,15122517,Naive CD4 T cell
N1_ncbi_literature,15122526,gamma delta T
N1_ncbi_literature,15122798,Naive CD4 T cell
N1_ncbi_literature,15128787,Naive CD8 T cell
N1_ncbi_literature,15128788,Memory CD8 T cell
N1_ncbi_literature,15140950,Memory CD8 T cell
N1_ncbi_literature,15147349,gamma delta T
N1_ncbi_literature,15160902,DN T cell
N1_ncbi_literature,15160902,Proliferating T cell
N1_ncbi_literature,15162421,Memory CD8 T cell
N1_ncbi_literature,15162438,Naive CD4 T cell
N1_ncbi_literature,15163708,Memory CD4 T cell
N1_ncbi_literature,15166379,Naive CD8 T cell
N1_ncbi_literature,15166664,gamma delta T
N1_ncbi_literature,1517242,Proliferating T cell
N1_ncbi_literature,15172448,Memory CD4 T cell
N1_ncbi_literature,15184347,Memory CD4 T cell
N1_ncbi_literature,15184347,Naive CD4 T cell
N1_ncbi_literature,15192052,Naive CD8 T cell
N1_ncbi_literature,15194806,Memory CD4 T cell
N1_ncbi_literature,15195245,Memory CD4 T cell
N1_ncbi_literature,15196260,gamma delta T
N1_ncbi_literature,15198337,DN T cell
N1_ncbi_literature,15207617,Naive CD8 T cell
N1_ncbi_literature,15210650,Naive CD4 T cell
N1_ncbi_literature,15210831,Memory CD4 T cell
N1_ncbi_literature,15218043,gamma delta T
N1_ncbi_literature,15242525,Proliferating T cell
N1_ncbi_literature,15243921,gamma delta T
N1_ncbi_literature,15245738,Memory CD8 T cell
N1_ncbi_literature,15245741,Memory CD4 T cell
N1_ncbi_literature,1524901,gamma delta T
N1_ncbi_literature,15249595,Memory CD4 T cell
N1_ncbi_literature,15249595,Naive CD4 T cell
N1_ncbi_literature,15259022,gamma delta T
N1_ncbi_literature,15265956,Memory CD4 T cell
N1_ncbi_literature,15269378,Memory CD8 T cell
N1_ncbi_literature,15284245,Memory CD4 T cell
N1_ncbi_literature,15287954,Memory CD8 T cell
N1_ncbi_literature,15297611,Memory CD4 T cell
N1_ncbi_literature,15297611,Naive CD4 T cell
N1_ncbi_literature,15297850,Naive CD4 T cell
N1_ncbi_literature,15301233,gamma delta T
N1_ncbi_literature,15302345,Naive CD4 T cell
N1_ncbi_literature,1530863,gamma delta T
N1_ncbi_literature,15308706,Memory CD4 T cell
N1_ncbi_literature,1530910,gamma delta T
N1_ncbi_literature,1531121,gamma delta T
N1_ncbi_literature,15311278,Memory CD8 T cell
N1_ncbi_literature,1531209,gamma delta T
N1_ncbi_literature,1531352,gamma delta T
N1_ncbi_literature,1531546,gamma delta T
N1_ncbi_literature,1531634,gamma delta T
N1_ncbi_literature,15316525,Naive CD4 T cell
N1_ncbi_literature,1531764,gamma delta T
N1_ncbi_literature,1531788,gamma delta T
N1_ncbi_literature,1531801,gamma delta T
N1_ncbi_literature,1531813,gamma delta T
N1_ncbi_literature,1532137,gamma delta T
N1_ncbi_literature,15322204,Naive CD4 T cell
N1_ncbi_literature,1532399,gamma delta T
N1_ncbi_literature,1532668,gamma delta T
N1_ncbi_literature,1532804,gamma delta T
N1_ncbi_literature,1532810,gamma delta T
N1_ncbi_literature,1532927,gamma delta T
N1_ncbi_literature,15329444,gamma delta T
N1_ncbi_literature,1533150,gamma delta T
N1_ncbi_literature,1533237,gamma delta T
N1_ncbi_literature,1533291,gamma delta T
N1_ncbi_literature,15337338,Naive CD4 T cell
N1_ncbi_literature,1533985,gamma delta T
N1_ncbi_literature,1534075,gamma delta T
N1_ncbi_literature,1534231,gamma delta T
N1_ncbi_literature,1534234,gamma delta T
N1_ncbi_literature,1534238,gamma delta T
N1_ncbi_literature,1534375,gamma delta T
N1_ncbi_literature,1534390,gamma delta T
N1_ncbi_literature,15344594,gamma delta T
N1_ncbi_literature,15345595,Memory CD8 T cell
N1_ncbi_literature,1534829,gamma delta T
N1_ncbi_literature,1534988,gamma delta T
N1_ncbi_literature,1535087,gamma delta T
N1_ncbi_literature,15351782,Naive CD4 T cell
N1_ncbi_literature,1535340,gamma delta T
N1_ncbi_literature,15353478,Naive CD8 T cell
N1_ncbi_literature,1535364,gamma delta T
N1_ncbi_literature,15356120,Naive CD4 T cell
N1_ncbi_literature,15356135,Naive CD4 T cell
N1_ncbi_literature,1535793,gamma delta T
N1_ncbi_literature,15357950,Naive CD8 T cell
N1_ncbi_literature,15357974,gamma delta T
N1_ncbi_literature,15358587,gamma delta T
N1_ncbi_literature,15359109,Naive CD4 T cell
N1_ncbi_literature,15361248,Memory CD8 T cell
N1_ncbi_literature,15368288,Memory CD8 T cell
N1_ncbi_literature,15368293,Memory CD4 T cell
N1_ncbi_literature,15369140,gamma delta T
N1_ncbi_literature,15372109,Memory CD4 T cell
N1_ncbi_literature,15380528,Memory CD8 T cell
N1_ncbi_literature,15380530,gamma delta T
N1_ncbi_literature,1538155,gamma delta T
N1_ncbi_literature,15383574,Naive CD4 T cell
N1_ncbi_literature,15452178,Memory CD4 T cell
N1_ncbi_literature,15458517,gamma delta T
N1_ncbi_literature,15468374,Memory CD4 T cell
N1_ncbi_literature,15481142,Naive CD4 T cell
N1_ncbi_literature,15484193,Memory CD4 T cell
N1_ncbi_literature,15492022,Naive CD4 T cell
N1_ncbi_literature,15494481,Naive CD8 T cell
N1_ncbi_literature,15494499,Naive CD4 T cell
N1_ncbi_literature,15501013,gamma delta T
N1_ncbi_literature,15505421,Proliferating T cell
N1_ncbi_literature,15511661,Naive CD4 T cell
N1_ncbi_literature,15515428,Memory CD8 T cell
N1_ncbi_literature,15515784,gamma delta T
N1_ncbi_literature,15517612,Naive CD8 T cell
N1_ncbi_literature,15519278,Memory CD4 T cell
N1_ncbi_literature,15529255,Naive CD4 T cell
N1_ncbi_literature,15535924,Naive CD4 T cell
N1_ncbi_literature,15535924,Naive CD8 T cell
N1_ncbi_literature,15547094,gamma delta T
N1_ncbi_literature,15549734,Memory CD8 T cell
N1_ncbi_literature,15556683,Naive CD4 T cell
N1_ncbi_literature,15557164,Memory CD4 T cell
N1_ncbi_literature,15557170,gamma delta T
N1_ncbi_literature,15564490,Proliferating T cell
N1_ncbi_literature,15572590,DN T cell
N1_ncbi_literature,15577848,Memory CD4 T cell
N1_ncbi_literature,15583456,Proliferating T cell
N1_ncbi_literature,15585777,Naive CD4 T cell
N1_ncbi_literature,15585841,Naive CD4 T cell
N1_ncbi_literature,15588044,gamma delta T
N1_ncbi_literature,15589476,Proliferating T cell
N1_ncbi_literature,15596822,Memory CD4 T cell
N1_ncbi_literature,15619625,Naive CD4 T cell
N1_ncbi_literature,15626472,Memory CD8 T cell
N1_ncbi_literature,15634928,Memory CD4 T cell
N1_ncbi_literature,15640687,gamma delta T
N1_ncbi_literature,15649815,Naive CD8 T cell
N1_ncbi_literature,15655761,gamma delta T
N1_ncbi_literature,15661891,gamma delta T
N1_ncbi_literature,15661936,gamma delta T
N1_ncbi_literature,15676215,Proliferating T cell
N1_ncbi_literature,15681753,Naive CD4 T cell
N1_ncbi_literature,15682457,Naive CD8 T cell
N1_ncbi_literature,1568803,gamma delta T
N1_ncbi_literature,15693088,gamma delta T
N1_ncbi_literature,156967,Proliferating T cell
N1_ncbi_literature,15699022,gamma delta T
N1_ncbi_literature,15708307,gamma delta T
N1_ncbi_literature,15711917,Naive CD8 T cell
N1_ncbi_literature,15713519,Naive CD8 T cell
N1_ncbi_literature,15720434,Naive CD4 T cell
N1_ncbi_literature,15723803,Memory CD8 T cell
N1_ncbi_literature,15723813,Memory CD8 T cell
N1_ncbi_literature,15724243,Memory CD4 T cell
N1_ncbi_literature,15725192,Memory CD4 T cell
N1_ncbi_literature,15725960,Memory CD8 T cell
N1_ncbi_literature,15730391,Memory CD8 T cell
N1_ncbi_literature,15730392,Naive CD8 T cell
N1_ncbi_literature,15730400,Naive CD4 T cell
N1_ncbi_literature,15731261,Naive CD8 T cell
N1_ncbi_literature,15738052,Naive CD4 T cell
N1_ncbi_literature,15738286,gamma delta T
N1_ncbi_literature,15741223,Naive CD4 T cell
N1_ncbi_literature,15743491,Naive CD4 T cell
N1_ncbi_literature,15746248,Memory CD4 T cell
N1_ncbi_literature,15748215,Memory CD8 T cell
N1_ncbi_literature,15753202,Memory CD8 T cell
N1_ncbi_literature,15767029,gamma delta T
N1_ncbi_literature,15777741,MAIT
N1_ncbi_literature,15778359,Memory CD8 T cell
N1_ncbi_literature,15790350,Naive CD4 T cell
N1_ncbi_literature,15793563,Memory CD4 T cell
N1_ncbi_literature,15795302,Memory CD4 T cell
N1_ncbi_literature,15795698,gamma delta T
N1_ncbi_literature,15797471,gamma delta T
N1_ncbi_literature,15797994,Memory CD8 T cell
N1_ncbi_literature,15802267,MAIT
N1_ncbi_literature,15802974,Proliferating T cell
N1_ncbi_literature,15805718,gamma delta T
N1_ncbi_literature,15808533,Memory CD8 T cell
N1_ncbi_literature,15814668,Memory CD8 T cell
N1_ncbi_literature,15814668,Naive CD8 T cell
N1_ncbi_literature,15814692,gamma delta T
N1_ncbi_literature,15814695,Naive CD4 T cell
N1_ncbi_literature,15814700,Memory CD4 T cell
N1_ncbi_literature,15815916,gamma delta T
N1_ncbi_literature,15832053,gamma delta T
N1_ncbi_literature,15833813,Memory CD8 T cell
N1_ncbi_literature,15838787,gamma delta T
N1_ncbi_literature,15843517,Memory CD8 T cell
N1_ncbi_literature,15843591,Naive CD4 T cell
N1_ncbi_literature,15861649,gamma delta T
N1_ncbi_literature,15861683,Memory CD8 T cell
N1_ncbi_literature,15861695,gamma delta T
N1_ncbi_literature,15867097,Memory CD8 T cell
N1_ncbi_literature,15876426,Naive CD4 T cell
N1_ncbi_literature,15879023,Naive CD4 T cell
N1_ncbi_literature,15879098,gamma delta T
N1_ncbi_literature,15879110,gamma delta T
N1_ncbi_literature,15882349,Memory CD8 T cell
N1_ncbi_literature,15882354,Memory CD8 T cell
N1_ncbi_literature,15882356,Naive CD4 T cell
N1_ncbi_literature,15885130,Memory CD8 T cell
N1_ncbi_literature,15885315,Memory CD4 T cell
N1_ncbi_literature,15885636,Naive CD4 T cell
N1_ncbi_literature,15894118,gamma delta T
N1_ncbi_literature,15897274,gamma delta T
N1_ncbi_literature,15898988,gamma delta T
N1_ncbi_literature,15902271,Naive CD4 T cell
N1_ncbi_literature,15905333,Memory CD4 T cell
N1_ncbi_literature,15905333,Naive CD4 T cell
N1_ncbi_literature,15905576,Memory CD4 T cell
N1_ncbi_literature,15905576,Naive CD4 T cell
N1_ncbi_literature,15905594,Memory CD4 T cell
N1_ncbi_literature,15905594,Naive CD4 T cell
N1_ncbi_literature,15908450,Memory CD4 T cell
N1_ncbi_literature,15909312,Naive CD4 T cell
N1_ncbi_literature,1591372,gamma delta T
N1_ncbi_literature,15919366,Naive CD4 T cell
N1_ncbi_literature,15925829,Naive CD8 T cell
N1_ncbi_literature,15935301,Memory CD8 T cell
N1_ncbi_literature,15941592,gamma delta T
N1_ncbi_literature,15941912,Memory CD8 T cell
N1_ncbi_literature,15942895,Proliferating T cell
N1_ncbi_literature,15947093,Memory CD8 T cell
N1_ncbi_literature,15950936,Memory CD4 T cell
N1_ncbi_literature,15955828,Naive CD4 T cell
N1_ncbi_literature,15964201,Naive CD4 T cell
N1_ncbi_literature,15964393,DN T cell
N1_ncbi_literature,15972217,Memory CD4 T cell
N1_ncbi_literature,15972217,Memory CD8 T cell
N1_ncbi_literature,15972647,Memory CD8 T cell
N1_ncbi_literature,15972647,Naive CD8 T cell
N1_ncbi_literature,15972696,Memory CD8 T cell
N1_ncbi_literature,15976493,gamma delta T
N1_ncbi_literature,15981088,gamma delta T
N1_ncbi_literature,15992610,Memory CD8 T cell
N1_ncbi_literature,16002662,Naive CD4 T cell
N1_ncbi_literature,16002671,Naive CD8 T cell
N1_ncbi_literature,16002677,Naive CD4 T cell
N1_ncbi_literature,16021864,Memory CD4 T cell
N1_ncbi_literature,16034093,Memory CD4 T cell
N1_ncbi_literature,16034095,Memory CD8 T cell
N1_ncbi_literature,16034109,Naive CD8 T cell
N1_ncbi_literature,16038020,Naive CD4 T cell
N1_ncbi_literature,16041623,Memory CD4 T cell
N1_ncbi_literature,16052608,Naive CD4 T cell
N1_ncbi_literature,16054612,Memory CD8 T cell
N1_ncbi_literature,16061962,Memory CD4 T cell
N1_ncbi_literature,16076301,Naive CD4 T cell
N1_ncbi_literature,16081597,Memory CD4 T cell
N1_ncbi_literature,16081690,Memory CD8 T cell
N1_ncbi_literature,16081690,Naive CD8 T cell
N1_ncbi_literature,16081805,Naive CD4 T cell
N1_ncbi_literature,16081844,Memory CD4 T cell
N1_ncbi_literature,16081852,Naive CD4 T cell
N1_ncbi_literature,16103171,Memory CD4 T cell
N1_ncbi_literature,16106370,Memory CD8 T cell
N1_ncbi_literature,16125466,Memory CD4 T cell
N1_ncbi_literature,16144351,gamma delta T
N1_ncbi_literature,16151531,Memory CD4 T cell
N1_ncbi_literature,16160181,Memory CD8 T cell
N1_ncbi_literature,16166790,Naive CD4 T cell
N1_ncbi_literature,16170753,gamma delta T
N1_ncbi_literature,16186729,Naive CD4 T cell
N1_ncbi_literature,16210068,Naive CD4 T cell
N1_ncbi_literature,16210594,Naive CD4 T cell
N1_ncbi_literature,16211094,gamma delta T
N1_ncbi_literature,16219547,Naive CD4 T cell
N1_ncbi_literature,16219801,Naive CD4 T cell
N1_ncbi_literature,16221072,Memory CD8 T cell
N1_ncbi_literature,16222892,gamma delta T
N1_ncbi_literature,16225594,gamma delta T
N1_ncbi_literature,16227152,Naive CD4 T cell
N1_ncbi_literature,16227291,Memory CD4 T cell
N1_ncbi_literature,16227291,Naive CD4 T cell
N1_ncbi_literature,16227781,Memory CD4 T cell
